num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1; A-C; 2/11/2022; 16:58:31; 0; 600; 0; 0; 0; 0; 1005.87; 22.20; 39.15; 61.64
2; A-C; 2/11/2022; 17:8:51; 611; 600; 9992; 99424; 5632; 35; 1005.87; 22.20; 39.15; 61.64
