num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1; A-C; 2/11/2022; 16:45:49; 0; 600; 0; 1; 0; 0; 1005.72; 22.29; 42.35; 62.84
2; A-C; 2/11/2022; 16:56:20; 623; 600; 9768; 108275; 6443; 97; 1005.72; 22.29; 42.35; 62.84
