num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1; A-C; 2/11/2022; 17:10:11; 0; 600; 0; 0; 0; 0; 1006.05; 22.19; 40.43; 60.12
2; A-C; 2/11/2022; 17:20:20; 600; 600; 9530; 110124; 6125; 10; 1006.05; 22.19; 40.43; 60.12
