num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1; A-B; 2/11/2022; 16:19:18; 0; 600; 0; 0; 0; 0; 1005.21; 21.88; 40.51; 67.16
2; A-C; 2/11/2022; 16:31:54; 747; 600; 9141; 107913; 6115; 105; 1005.21; 21.88; 40.51; 67.16
