num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1; A-C; 9/11/2022; 15:50:36; 0; 600; 0; 0; 0; 0; 999.06; 20.81; 47.95; 118.78
2; A-C; 9/11/2022; 16:0:56; 611; 600; 10621; 109095; 7206; 1038; 999.06; 20.81; 47.95; 118.78
