num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1; A-C; 9/11/2022; 15:35:5; 0; 600; 0; 0; 0; 0; 998.00; 20.76; 48.82; 127.72
2; A-C; 9/11/2022; 15:45:42; 629; 600; 10707; 108577; 7340; 1160; 998.00; 20.76; 48.82; 127.72
